Rossz,Szomszedos,Okt. 6--8.,Okt. 20--22.,Nov. 10--12.,Nov. 17--19.,Nov. 24--26.,Dec. 1--3.,Dec. 8--10.,Dec. 15--17.,Jan. 5--7.,Jan. 12--14.,Jan. 19--21.,Jan. 26--28.
4,4,Medve,,Beluga,,Ka,Lemur,Zooey,,Bébé,Franny,Mongúz,
4,4,Medve,,,Beluga,Ka,Lemur,Zooey,Bébé,,Franny,,Mongúz
4,4,Medve,Bébé,,,Ka,Lemur,Zooey,Beluga,,Franny,,Mongúz
4,4,Medve,,Mongúz,Beluga,Ka,,Zooey,Lemur,,Franny,Bébé,
4,4,Medve,,Mongúz,,Ka,Beluga,Zooey,Lemur,,Franny,Bébé,
4,4,Bébé,,Mongúz,,Ka,,Zooey,Lemur,Beluga,Franny,Medve,
4,4,,Bébé,Mongúz,,Ka,,Zooey,Lemur,Beluga,Franny,,Medve
4,4,,Bébé,,Mongúz,Ka,Beluga,Zooey,Lemur,,Franny,,Medve
4,4,,Bébé,,Beluga,Ka,Mongúz,Zooey,Lemur,,Franny,,Medve
4,4,,Bébé,,Beluga,Ka,,Zooey,Lemur,Mongúz,Franny,,Medve
4,4,,Bébé,,Beluga,Ka,,Zooey,Lemur,,Franny,Mongúz,Medve
4,4,,Bébé,Beluga,,Ka,,Zooey,Lemur,Medve,Franny,,Mongúz
4,4,Bébé,,,Beluga,Ka,,Zooey,Lemur,Medve,Franny,,Mongúz
4,4,,Bébé,,Beluga,Ka,Medve,Zooey,Lemur,,Franny,,Mongúz
4,4,Medve,,,Beluga,Ka,,Zooey,Lemur,Bébé,Franny,,Mongúz
4,4,Medve,,,Beluga,Ka,,Zooey,Lemur,,Franny,Bébé,Mongúz
4,4,Medve,Bébé,,,Ka,Beluga,Zooey,Lemur,,Franny,,Mongúz
4,4,Medve,,Mongúz,Beluga,Ka,,Zooey,Bébé,,Franny,Lemur,
4,4,Medve,,Mongúz,,Ka,Beluga,Zooey,Bébé,,Franny,Lemur,
4,4,Bébé,,Mongúz,,Ka,,Zooey,Beluga,Medve,Franny,Lemur,
4,4,Medve,Bébé,Mongúz,,Ka,,Zooey,Beluga,,Franny,Lemur,
4,4,Medve,,Mongúz,,Ka,,Zooey,Beluga,Bébé,Franny,Lemur,
4,4,Bébé,,Mongúz,,Ka,Medve,Zooey,,Beluga,Franny,Lemur,
4,4,Medve,,Mongúz,,Ka,Bébé,Zooey,,Beluga,Franny,Lemur,
4,4,Bébé,,Beluga,Mongúz,Ka,,Zooey,Medve,,Franny,Lemur,
4,4,Bébé,,Beluga,Mongúz,Ka,,Zooey,,Medve,Franny,Lemur,
4,4,Bébé,,Beluga,Mongúz,Ka,,Zooey,,,Franny,Lemur,Medve
4,4,Medve,,Beluga,Mongúz,Ka,,Zooey,,Bébé,Franny,Lemur,
4,4,,Bébé,,Mongúz,Ka,,Zooey,Beluga,,Franny,Lemur,Medve
4,4,Bébé,,,Mongúz,Ka,,Zooey,,Beluga,Franny,Lemur,Medve
4,4,Medve,Bébé,,Mongúz,Ka,,Zooey,,Beluga,Franny,Lemur,
4,4,Bébé,,Beluga,,Ka,Mongúz,Zooey,Medve,,Franny,Lemur,
4,4,Bébé,,Beluga,,Ka,Mongúz,Zooey,,Medve,Franny,Lemur,
4,4,Bébé,,Beluga,,Ka,Mongúz,Zooey,,,Franny,Lemur,Medve
4,4,Medve,,Beluga,,Ka,Mongúz,Zooey,,Bébé,Franny,Lemur,
4,4,Bébé,,Beluga,,Ka,,Zooey,Mongúz,Medve,Franny,Lemur,
4,4,Medve,Bébé,Beluga,,Ka,,Zooey,Mongúz,,Franny,Lemur,
4,4,Medve,,Beluga,,Ka,,Zooey,Mongúz,Bébé,Franny,Lemur,
4,4,Medve,,,Beluga,Ka,,Zooey,Mongúz,,Franny,Lemur,Bébé
4,4,Bébé,,Beluga,,Ka,,Zooey,Medve,Mongúz,Franny,Lemur,
4,4,Medve,Bébé,Beluga,,Ka,,Zooey,,Mongúz,Franny,Lemur,
4,4,Medve,,,Beluga,Ka,,Zooey,,Mongúz,Franny,Lemur,Bébé
4,4,Bébé,,Beluga,,Ka,Medve,Zooey,,,Franny,Lemur,Mongúz
4,4,Medve,,Beluga,,Ka,Bébé,Zooey,,,Franny,Lemur,Mongúz
4,4,Medve,,,Beluga,Ka,,Zooey,Bébé,,Franny,Lemur,Mongúz
4,4,Medve,Bébé,,,Ka,,Zooey,Beluga,,Franny,Lemur,Mongúz
4,4,Medve,Bébé,Mongúz,Beluga,Ka,,Zooey,,,Franny,,Lemur
4,4,Medve,,Mongúz,Beluga,Ka,,Zooey,,,Franny,Bébé,Lemur
4,4,Medve,Bébé,Mongúz,,Ka,Beluga,Zooey,,,Franny,,Lemur
4,4,Medve,,Mongúz,,Ka,Beluga,Zooey,,,Franny,Bébé,Lemur
4,4,,Bébé,Mongúz,,Ka,,Zooey,Beluga,,Franny,Medve,Lemur
4,4,,Bébé,Mongúz,,Ka,,Zooey,Medve,Beluga,Franny,,Lemur
4,4,,Bébé,,Mongúz,Ka,Beluga,Zooey,Medve,,Franny,,Lemur
4,4,,Bébé,,Mongúz,Ka,Beluga,Zooey,,Medve,Franny,,Lemur
4,4,,Bébé,,Mongúz,Ka,,Zooey,,Beluga,Franny,Medve,Lemur
4,4,,Bébé,,Beluga,Ka,Mongúz,Zooey,Medve,,Franny,,Lemur
4,4,,Bébé,,Beluga,Ka,Mongúz,Zooey,,Medve,Franny,,Lemur
4,4,,Bébé,Beluga,,Ka,,Zooey,Mongúz,,Franny,Medve,Lemur
4,4,Bébé,,,Beluga,Ka,,Zooey,Mongúz,,Franny,Medve,Lemur
4,4,,Bébé,,Beluga,Ka,,Zooey,Mongúz,Medve,Franny,,Lemur
4,4,,Bébé,Beluga,,Ka,,Zooey,,Mongúz,Franny,Medve,Lemur
4,4,Bébé,,,Beluga,Ka,,Zooey,,Mongúz,Franny,Medve,Lemur
4,4,,Bébé,,Beluga,Ka,,Zooey,Medve,Mongúz,Franny,,Lemur
4,4,,Bébé,,Beluga,Ka,,Zooey,Medve,,Franny,Mongúz,Lemur
4,4,,Bébé,,Beluga,Ka,,Zooey,,Medve,Franny,Mongúz,Lemur
4,4,Bébé,Lemur,Mongúz,,,Ka,Zooey,Beluga,,Franny,,Medve
4,4,Medve,Lemur,Mongúz,,,Ka,Zooey,,Beluga,Franny,,Bébé
4,4,Bébé,Lemur,Beluga,Mongúz,,Ka,Zooey,,,Franny,,Medve
4,4,,Lemur,Beluga,Mongúz,,Ka,Zooey,Medve,,Franny,,Bébé
4,4,,Lemur,Beluga,Mongúz,,Ka,Zooey,,Medve,Franny,,Bébé
4,4,,Lemur,,Mongúz,Beluga,Ka,Zooey,Bébé,,Franny,,Medve
4,4,Medve,Lemur,,Mongúz,Beluga,Ka,Zooey,,,Franny,,Bébé
4,4,Bébé,Lemur,,Mongúz,,Ka,Zooey,Beluga,,Franny,Medve,
4,4,,Lemur,,Mongúz,Bébé,Ka,Zooey,Beluga,,Franny,,Medve
4,4,,Lemur,,Mongúz,,Ka,Zooey,Beluga,Bébé,Franny,,Medve
4,4,,Lemur,,Mongúz,,Ka,Zooey,Beluga,,Franny,Bébé,Medve
4,4,,Lemur,,Mongúz,Medve,Ka,Zooey,Beluga,,Franny,,Bébé
4,4,,Lemur,,Mongúz,,Ka,Zooey,Beluga,,Franny,Medve,Bébé
4,4,Medve,Lemur,,Mongúz,,Ka,Zooey,,Beluga,Franny,Bébé,
4,4,,Lemur,,Mongúz,,Ka,Zooey,Medve,Beluga,Franny,,Bébé
4,4,,Lemur,,Mongúz,,Ka,Zooey,,Bébé,Franny,Beluga,Medve
4,4,,Lemur,Beluga,,Mongúz,Ka,Zooey,,Bébé,Franny,,Medve
4,4,Bébé,Lemur,,Beluga,Mongúz,Ka,Zooey,,,Franny,,Medve
4,4,,Lemur,,Beluga,Mongúz,Ka,Zooey,Medve,,Franny,,Bébé
4,4,,Lemur,,Beluga,Mongúz,Ka,Zooey,,Medve,Franny,,Bébé
4,4,Bébé,Lemur,Beluga,,,Ka,Zooey,Mongúz,,Franny,,Medve
4,4,Medve,Lemur,,,Beluga,Ka,Zooey,Mongúz,,Franny,,Bébé
4,4,Bébé,Lemur,Beluga,,,Ka,Zooey,,Mongúz,Franny,,Medve
4,4,,Lemur,,Beluga,,Ka,Zooey,Bébé,Mongúz,Franny,,Medve
4,4,Medve,Lemur,,,Beluga,Ka,Zooey,,Mongúz,Franny,,Bébé
4,4,,Lemur,,Beluga,,Ka,Zooey,Bébé,,Franny,Mongúz,Medve
4,4,Medve,Lemur,,Beluga,,Ka,Zooey,,,Franny,Mongúz,Bébé
4,4,Medve,Lemur,,,Beluga,Ka,Zooey,Bébé,,Franny,,Mongúz
4,4,Medve,Lemur,,,Bébé,Ka,Zooey,Beluga,,Franny,,Mongúz
4,4,Bébé,,Lemur,Mongúz,Beluga,Ka,Zooey,,,Franny,,Medve
4,4,Bébé,,Lemur,Mongúz,,Ka,Zooey,,Beluga,Franny,Medve,
4,4,,Bébé,Lemur,Mongúz,,Ka,Zooey,,Beluga,Franny,,Medve
4,4,Medve,,Lemur,Beluga,,Ka,Zooey,Mongúz,,Franny,Bébé,
4,4,Medve,,Lemur,,Beluga,Ka,Zooey,Mongúz,,Franny,Bébé,
4,4,Medve,,Lemur,Beluga,,Ka,Zooey,,Mongúz,Franny,Bébé,
4,4,Medve,,Lemur,,Beluga,Ka,Zooey,,Mongúz,Franny,Bébé,
4,4,Bébé,,Lemur,Beluga,,Ka,Zooey,Medve,,Franny,Mongúz,
4,4,Bébé,,Lemur,Beluga,,Ka,Zooey,,Medve,Franny,Mongúz,
4,4,Bébé,,Lemur,Beluga,,Ka,Zooey,,,Franny,Mongúz,Medve
4,4,Medve,,Lemur,Beluga,,Ka,Zooey,,Bébé,Franny,Mongúz,
4,4,Bébé,,Lemur,,Beluga,Ka,Zooey,Medve,,Franny,Mongúz,
4,4,Bébé,,Lemur,,Beluga,Ka,Zooey,,Medve,Franny,Mongúz,
4,4,Bébé,,Lemur,,Beluga,Ka,Zooey,,,Franny,Mongúz,Medve
4,4,Medve,,Lemur,,Beluga,Ka,Zooey,,Bébé,Franny,Mongúz,
4,4,Bébé,,Lemur,,Medve,Ka,Zooey,,Beluga,Franny,Mongúz,
4,4,Bébé,,Lemur,,,Ka,Zooey,Beluga,,Franny,Medve,Mongúz
4,4,Bébé,,Lemur,,,Ka,Zooey,Medve,Beluga,Franny,,Mongúz
4,4,Medve,Bébé,Lemur,,,Ka,Zooey,,Beluga,Franny,,Mongúz
4,4,Medve,,Lemur,,,Ka,Zooey,,Beluga,Franny,Bébé,Mongúz
4,4,Bébé,,Lemur,,Medve,Ka,Zooey,,,Franny,Beluga,Mongúz
4,4,Medve,,Mongúz,Lemur,,Ka,Zooey,Beluga,,Franny,Bébé,
4,4,Bébé,,Mongúz,Lemur,,Ka,Zooey,Medve,,Franny,Beluga,
4,4,Bébé,,Mongúz,Lemur,,Ka,Zooey,,Medve,Franny,Beluga,
4,4,Bébé,,Mongúz,Lemur,,Ka,Zooey,,,Franny,Beluga,Medve
4,4,Medve,,Mongúz,Lemur,,Ka,Zooey,,Bébé,Franny,Beluga,
4,4,,Bébé,,Lemur,Mongúz,Ka,Zooey,,Beluga,Franny,,Medve
4,4,Medve,,Beluga,Lemur,,Ka,Zooey,Mongúz,,Franny,Bébé,
4,4,Medve,,,Lemur,Beluga,Ka,Zooey,Mongúz,,Franny,,Bébé
4,4,Bébé,,,Lemur,,Ka,Zooey,Mongúz,Beluga,Franny,,Medve
4,4,,Bébé,,Lemur,,Ka,Zooey,Mongúz,,Franny,Beluga,Medve
4,4,Medve,,Beluga,Lemur,,Ka,Zooey,,Mongúz,Franny,Bébé,
4,4,Medve,,,Lemur,Beluga,Ka,Zooey,,Mongúz,Franny,,Bébé
4,4,,Bébé,,Lemur,,Ka,Zooey,Beluga,Mongúz,Franny,,Medve
4,4,,Bébé,,Lemur,,Ka,Zooey,,Mongúz,Franny,Beluga,Medve
4,4,Bébé,,Beluga,Lemur,,Ka,Zooey,Medve,,Franny,Mongúz,
4,4,Bébé,,Beluga,Lemur,,Ka,Zooey,,Medve,Franny,Mongúz,
4,4,Bébé,,Beluga,Lemur,,Ka,Zooey,,,Franny,Mongúz,Medve
4,4,Medve,,Beluga,Lemur,,Ka,Zooey,,Bébé,Franny,Mongúz,
4,4,,Bébé,,Lemur,,Ka,Zooey,Beluga,,Franny,Mongúz,Medve
4,4,Bébé,,,Lemur,,Ka,Zooey,,Beluga,Franny,Mongúz,Medve
4,4,Medve,Bébé,,Lemur,,Ka,Zooey,,Beluga,Franny,Mongúz,
4,4,Medve,,,Lemur,Beluga,Ka,Zooey,Bébé,,Franny,,Mongúz
4,4,Bébé,,,Lemur,,Ka,Zooey,Beluga,Medve,Franny,,Mongúz
4,4,Medve,,,Lemur,Bébé,Ka,Zooey,Beluga,,Franny,,Mongúz
4,4,Medve,,,Lemur,,Ka,Zooey,Beluga,Bébé,Franny,,Mongúz
4,4,Medve,,,Lemur,,Ka,Zooey,Beluga,,Franny,Bébé,Mongúz
4,4,Bébé,,,Lemur,,Ka,Zooey,Medve,,Franny,Beluga,Mongúz
4,4,Bébé,,,Lemur,,Ka,Zooey,,Medve,Franny,Beluga,Mongúz
4,4,Medve,Bébé,,Lemur,,Ka,Zooey,,,Franny,Beluga,Mongúz
4,4,Medve,,,Lemur,,Ka,Zooey,,Bébé,Franny,Beluga,Mongúz
4,4,Bébé,,Mongúz,Beluga,Lemur,Ka,Zooey,,,Franny,,Medve
4,4,Bébé,,Mongúz,,Lemur,Ka,Zooey,,Beluga,Franny,Medve,
4,4,,Bébé,Mongúz,,Lemur,Ka,Zooey,,Beluga,Franny,,Medve
4,4,,Bébé,,Beluga,Lemur,Ka,Zooey,Mongúz,,Franny,,Medve
4,4,,Bébé,,Beluga,Lemur,Ka,Zooey,,Mongúz,Franny,,Medve
4,4,Bébé,,Beluga,,Lemur,Ka,Zooey,,,Franny,Medve,Mongúz
4,4,,Bébé,Beluga,,Lemur,Ka,Zooey,Medve,,Franny,,Mongúz
4,4,,Bébé,Beluga,,Lemur,Ka,Zooey,,Medve,Franny,,Mongúz
4,4,Bébé,,,Beluga,Lemur,Ka,Zooey,Medve,,Franny,,Mongúz
4,4,Bébé,,,Beluga,Lemur,Ka,Zooey,,Medve,Franny,,Mongúz
4,4,Medve,Bébé,,Beluga,Lemur,Ka,Zooey,,,Franny,,Mongúz
4,4,Medve,,,Beluga,Lemur,Ka,Zooey,,Bébé,Franny,,Mongúz
4,4,Medve,,Mongúz,Beluga,,Ka,Zooey,Lemur,,Franny,Bébé,
4,4,Medve,,Mongúz,,Beluga,Ka,Zooey,Lemur,,Franny,Bébé,
4,4,,Bébé,,Mongúz,Beluga,Ka,Zooey,Lemur,,Franny,,Medve
4,4,,Bébé,,Beluga,,Ka,Zooey,Lemur,Mongúz,Franny,,Medve
4,4,,Bébé,,Beluga,,Ka,Zooey,Lemur,,Franny,Mongúz,Medve
4,4,Bébé,,Beluga,,,Ka,Zooey,Lemur,,Franny,Medve,Mongúz
4,4,Bébé,,,Beluga,,Ka,Zooey,Lemur,Medve,Franny,,Mongúz
4,4,Medve,,,Beluga,Bébé,Ka,Zooey,Lemur,,Franny,,Mongúz
4,4,Medve,,,Beluga,,Ka,Zooey,Lemur,Bébé,Franny,,Mongúz
4,4,Medve,,,Beluga,,Ka,Zooey,Lemur,,Franny,Bébé,Mongúz
4,4,Medve,Bébé,,,Beluga,Ka,Zooey,Lemur,,Franny,,Mongúz
4,4,Medve,,Mongúz,Beluga,,Ka,Zooey,Bébé,,Franny,Lemur,
4,4,Medve,,Mongúz,,Beluga,Ka,Zooey,Bébé,,Franny,Lemur,
4,4,Bébé,,Mongúz,,,Ka,Zooey,Beluga,,Franny,Lemur,Medve
4,4,Medve,,Mongúz,,Bébé,Ka,Zooey,Beluga,,Franny,Lemur,
4,4,Medve,,Mongúz,,,Ka,Zooey,,Beluga,Franny,Lemur,Bébé
4,4,Bébé,,Beluga,Mongúz,,Ka,Zooey,Medve,,Franny,Lemur,
4,4,Bébé,,Beluga,Mongúz,,Ka,Zooey,,Medve,Franny,Lemur,
4,4,Bébé,,Beluga,Mongúz,,Ka,Zooey,,,Franny,Lemur,Medve
4,4,Medve,,Beluga,Mongúz,,Ka,Zooey,,Bébé,Franny,Lemur,
4,4,,Bébé,,Mongúz,,Ka,Zooey,Beluga,,Franny,Lemur,Medve
4,4,Bébé,,,Mongúz,,Ka,Zooey,,Beluga,Franny,Lemur,Medve
4,4,Medve,Bébé,,Mongúz,,Ka,Zooey,,Beluga,Franny,Lemur,
4,4,Bébé,,Beluga,,,Ka,Zooey,Mongúz,,Franny,Lemur,Medve
4,4,Medve,,Beluga,,Bébé,Ka,Zooey,Mongúz,,Franny,Lemur,
4,4,Medve,,,Beluga,,Ka,Zooey,Mongúz,,Franny,Lemur,Bébé
4,4,Bébé,,Beluga,,,Ka,Zooey,,Mongúz,Franny,Lemur,Medve
4,4,Medve,,Beluga,,Bébé,Ka,Zooey,,Mongúz,Franny,Lemur,
4,4,Medve,,,Beluga,,Ka,Zooey,,Mongúz,Franny,Lemur,Bébé
4,4,Medve,,,Beluga,,Ka,Zooey,Bébé,,Franny,Lemur,Mongúz
4,4,Medve,Bébé,Mongúz,Beluga,,Ka,Zooey,,,Franny,,Lemur
4,4,Medve,,Mongúz,Beluga,Bébé,Ka,Zooey,,,Franny,,Lemur
4,4,Medve,,Mongúz,Beluga,,Ka,Zooey,,,Franny,Bébé,Lemur
4,4,Medve,Bébé,Mongúz,,Beluga,Ka,Zooey,,,Franny,,Lemur
4,4,Medve,,Mongúz,,Beluga,Ka,Zooey,,,Franny,Bébé,Lemur
4,4,,Bébé,Mongúz,,Medve,Ka,Zooey,Beluga,,Franny,,Lemur
4,4,Bébé,,Mongúz,,,Ka,Zooey,,Beluga,Franny,Medve,Lemur
4,4,,Bébé,,Mongúz,Beluga,Ka,Zooey,Medve,,Franny,,Lemur
4,4,,Bébé,,Mongúz,Beluga,Ka,Zooey,,Medve,Franny,,Lemur
4,4,,Bébé,,Mongúz,Medve,Ka,Zooey,,Beluga,Franny,,Lemur
4,4,,Bébé,,Mongúz,,Ka,Zooey,,Beluga,Franny,Medve,Lemur
4,4,,Bébé,Beluga,,Medve,Ka,Zooey,Mongúz,,Franny,,Lemur
4,4,Bébé,,,Beluga,Medve,Ka,Zooey,Mongúz,,Franny,,Lemur
4,4,Bébé,,,Beluga,,Ka,Zooey,Mongúz,,Franny,Medve,Lemur
4,4,,Bébé,,Beluga,,Ka,Zooey,Mongúz,Medve,Franny,,Lemur
4,4,,Bébé,Beluga,,Medve,Ka,Zooey,,Mongúz,Franny,,Lemur
4,4,Bébé,,,Beluga,Medve,Ka,Zooey,,Mongúz,Franny,,Lemur
4,4,Bébé,,,Beluga,,Ka,Zooey,,Mongúz,Franny,Medve,Lemur
4,4,,Bébé,,Beluga,,Ka,Zooey,Medve,Mongúz,Franny,,Lemur
4,4,,Bébé,,Beluga,,Ka,Zooey,Medve,,Franny,Mongúz,Lemur
4,4,,Bébé,,Beluga,,Ka,Zooey,,Medve,Franny,Mongúz,Lemur
4,4,Bébé,Lemur,Mongúz,Beluga,,,Zooey,Ka,,Franny,,Medve
4,4,,Lemur,Mongúz,Beluga,,Bébé,Zooey,Ka,,Franny,,Medve
4,4,,Lemur,Mongúz,,Beluga,Bébé,Zooey,Ka,,Franny,,Medve
4,4,Medve,Lemur,Mongúz,,Beluga,,Zooey,Ka,,Franny,Bébé,
4,4,,Lemur,Mongúz,,Beluga,,Zooey,Ka,Medve,Franny,,Bébé
4,4,Bébé,Lemur,Mongúz,,,Beluga,Zooey,Ka,,Franny,,Medve
4,4,,Lemur,Mongúz,,Bébé,,Zooey,Ka,Beluga,Franny,,Medve
4,4,,Lemur,Mongúz,,Medve,,Zooey,Ka,Beluga,Franny,,Bébé
4,4,Bébé,Lemur,,Mongúz,Beluga,,Zooey,Ka,,Franny,Medve,
4,4,,Lemur,,Mongúz,Beluga,,Zooey,Ka,Bébé,Franny,,Medve
4,4,,Lemur,,Mongúz,Beluga,,Zooey,Ka,,Franny,Bébé,Medve
4,4,,Lemur,,Mongúz,Beluga,,Zooey,Ka,,Franny,Medve,Bébé
4,4,Bébé,Lemur,,Mongúz,,Beluga,Zooey,Ka,,Franny,Medve,
4,4,,Lemur,,Mongúz,Bébé,Beluga,Zooey,Ka,,Franny,,Medve
4,4,,Lemur,,Mongúz,,Beluga,Zooey,Ka,Bébé,Franny,,Medve
4,4,,Lemur,,Mongúz,,Beluga,Zooey,Ka,,Franny,Bébé,Medve
4,4,,Lemur,,Mongúz,Medve,Beluga,Zooey,Ka,,Franny,,Bébé
4,4,,Lemur,,Mongúz,,Beluga,Zooey,Ka,,Franny,Medve,Bébé
4,4,Bébé,Lemur,,Beluga,,Mongúz,Zooey,Ka,,Franny,Medve,
4,4,,Lemur,,Beluga,Bébé,Mongúz,Zooey,Ka,,Franny,,Medve
4,4,,Lemur,,Beluga,,Mongúz,Zooey,Ka,Bébé,Franny,,Medve
4,4,,Lemur,,Beluga,,Mongúz,Zooey,Ka,,Franny,Bébé,Medve
4,4,,Lemur,,Beluga,Medve,Mongúz,Zooey,Ka,,Franny,,Bébé
4,4,,Lemur,,Beluga,,Mongúz,Zooey,Ka,,Franny,Medve,Bébé
4,4,,Lemur,,Beluga,Bébé,,Zooey,Ka,Mongúz,Franny,,Medve
4,4,,Lemur,,Beluga,Medve,,Zooey,Ka,Mongúz,Franny,,Bébé
4,4,Bébé,Lemur,,Beluga,Medve,,Zooey,Ka,,Franny,Mongúz,
4,4,,Lemur,,Beluga,Bébé,,Zooey,Ka,,Franny,Mongúz,Medve
4,4,,Lemur,,Beluga,Medve,,Zooey,Ka,,Franny,Mongúz,Bébé
4,4,,Lemur,Beluga,,Bébé,,Zooey,Ka,Medve,Franny,,Mongúz
4,4,,Lemur,Beluga,,Medve,Bébé,Zooey,Ka,,Franny,,Mongúz
4,4,Bébé,Lemur,,Beluga,,,Zooey,Ka,Medve,Franny,,Mongúz
4,4,,Lemur,,Beluga,Bébé,Medve,Zooey,Ka,,Franny,,Mongúz
4,4,,Lemur,,Beluga,,Bébé,Zooey,Ka,Medve,Franny,,Mongúz
4,4,Medve,Lemur,,Beluga,,,Zooey,Ka,Bébé,Franny,,Mongúz
4,4,,Lemur,,Beluga,,Medve,Zooey,Ka,Bébé,Franny,,Mongúz
4,4,Medve,Lemur,,Beluga,,,Zooey,Ka,,Franny,Bébé,Mongúz
4,4,,Lemur,,Beluga,,Medve,Zooey,Ka,,Franny,Bébé,Mongúz
4,4,Bébé,Lemur,,,Beluga,,Zooey,Ka,Medve,Franny,,Mongúz
4,4,Medve,Lemur,,,Beluga,,Zooey,Ka,Bébé,Franny,,Mongúz
4,4,Medve,Lemur,,,Beluga,,Zooey,Ka,,Franny,Bébé,Mongúz
4,4,Medve,Lemur,,,Bébé,Beluga,Zooey,Ka,,Franny,,Mongúz
4,4,Bébé,Lemur,,,Medve,,Zooey,Ka,Beluga,Franny,,Mongúz
4,4,Bébé,,Lemur,Beluga,,,Zooey,Ka,,Franny,Medve,Mongúz
4,4,,Bébé,Lemur,,Beluga,,Zooey,Ka,Medve,Franny,,Mongúz
4,4,Bébé,,Lemur,,,Beluga,Zooey,Ka,,Franny,Medve,Mongúz
4,4,,Bébé,Lemur,,Medve,,Zooey,Ka,Beluga,Franny,,Mongúz
4,4,Medve,,Mongúz,Lemur,Beluga,,Zooey,Ka,,Franny,Bébé,
4,4,Medve,,Mongúz,Lemur,,Beluga,Zooey,Ka,,Franny,Bébé,
4,4,,Bébé,,Lemur,Beluga,Mongúz,Zooey,Ka,,Franny,,Medve
4,4,,Bébé,,Lemur,Beluga,,Zooey,Ka,Mongúz,Franny,,Medve
4,4,,Bébé,,Lemur,,Beluga,Zooey,Ka,Mongúz,Franny,,Medve
4,4,,Bébé,,Lemur,Beluga,,Zooey,Ka,,Franny,Mongúz,Medve
4,4,,Bébé,,Lemur,,Beluga,Zooey,Ka,,Franny,Mongúz,Medve
4,4,Bébé,,Beluga,Lemur,,,Zooey,Ka,,Franny,Medve,Mongúz
4,4,Bébé,,,Lemur,Beluga,,Zooey,Ka,Medve,Franny,,Mongúz
4,4,,Bébé,,Lemur,Beluga,Medve,Zooey,Ka,,Franny,,Mongúz
4,4,Medve,,,Lemur,Beluga,,Zooey,Ka,Bébé,Franny,,Mongúz
4,4,Medve,,,Lemur,Beluga,,Zooey,Ka,,Franny,Bébé,Mongúz
4,4,Bébé,,,Lemur,,Beluga,Zooey,Ka,Medve,Franny,,Mongúz
4,4,Medve,,,Lemur,Bébé,Beluga,Zooey,Ka,,Franny,,Mongúz
4,4,Medve,,,Lemur,,Beluga,Zooey,Ka,Bébé,Franny,,Mongúz
4,4,Medve,,,Lemur,,Beluga,Zooey,Ka,,Franny,Bébé,Mongúz
4,4,Bébé,,,Lemur,Medve,,Zooey,Ka,Beluga,Franny,,Mongúz
4,4,,Bébé,,Lemur,Medve,,Zooey,Ka,,Franny,Beluga,Mongúz
4,4,,Bébé,,Beluga,Lemur,,Zooey,Ka,,Franny,Medve,Mongúz
4,4,Medve,,Mongúz,Beluga,,Lemur,Zooey,Ka,,Franny,Bébé,
4,4,Medve,,Mongúz,,Beluga,Lemur,Zooey,Ka,,Franny,Bébé,
4,4,,Bébé,,Mongúz,Beluga,Lemur,Zooey,Ka,,Franny,,Medve
4,4,,Bébé,,Beluga,,Lemur,Zooey,Ka,Mongúz,Franny,,Medve
4,4,,Bébé,,Beluga,,Lemur,Zooey,Ka,,Franny,Mongúz,Medve
4,4,Bébé,,Beluga,,,Lemur,Zooey,Ka,,Franny,Medve,Mongúz
4,4,Bébé,,,Beluga,,Lemur,Zooey,Ka,Medve,Franny,,Mongúz
4,4,Medve,,,Beluga,Bébé,Lemur,Zooey,Ka,,Franny,,Mongúz
4,4,Medve,,,Beluga,,Lemur,Zooey,Ka,Bébé,Franny,,Mongúz
4,4,Medve,,,Beluga,,Lemur,Zooey,Ka,,Franny,Bébé,Mongúz
4,4,Medve,Bébé,,,Beluga,Lemur,Zooey,Ka,,Franny,,Mongúz
4,4,Bébé,,Mongúz,Beluga,,,Zooey,Ka,,Franny,Lemur,Medve
4,4,Medve,,Mongúz,Beluga,Bébé,,Zooey,Ka,,Franny,Lemur,
4,4,Bébé,,Mongúz,,Beluga,,Zooey,Ka,Medve,Franny,Lemur,
4,4,Medve,Bébé,Mongúz,,Beluga,,Zooey,Ka,,Franny,Lemur,
4,4,Medve,,Mongúz,,Beluga,,Zooey,Ka,Bébé,Franny,Lemur,
4,4,Bébé,,Mongúz,,,Beluga,Zooey,Ka,,Franny,Lemur,Medve
4,4,Medve,,Mongúz,,Bébé,Beluga,Zooey,Ka,,Franny,Lemur,
4,4,Bébé,,Mongúz,,Medve,,Zooey,Ka,Beluga,Franny,Lemur,
4,4,,Bébé,,Mongúz,Beluga,,Zooey,Ka,,Franny,Lemur,Medve
4,4,,Bébé,,Mongúz,,Beluga,Zooey,Ka,,Franny,Lemur,Medve
4,4,,Bébé,,Beluga,,Mongúz,Zooey,Ka,,Franny,Lemur,Medve
4,4,Medve,Bébé,,Beluga,,,Zooey,Ka,,Franny,Lemur,Mongúz
4,4,,Bébé,,Beluga,,Medve,Zooey,Ka,,Franny,Lemur,Mongúz
4,4,Medve,,,Beluga,Bébé,,Zooey,Ka,,Franny,Lemur,Mongúz
4,4,Medve,Bébé,,,Beluga,,Zooey,Ka,,Franny,Lemur,Mongúz
4,4,,Bébé,Mongúz,Beluga,Medve,,Zooey,Ka,,Franny,,Lemur
